         1426964 function calls (1403659 primitive calls) in 10.839 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3184    0.002    0.000    0.008    0.000 figure.py:55(_stale_figure_callback)
     5329    0.002    0.000    0.009    0.000 numeric.py:541(asanyarray)
      499    0.001    0.000    0.009    0.000 markers.py:294(set_marker)
     2194    0.001    0.000    0.012    0.000 fromnumeric.py:2171(all)
    12640    0.001    0.000    0.001    0.000 artist.py:197(axes)
      746    0.001    0.000    0.007    0.000 text.py:863(get_prop_tup)
      509    0.001    0.000    0.001    0.000 {built-in method numpy.concatenate}
      391    0.001    0.000    0.004    0.000 shape_base.py:599(column_stack)
      868    0.001    0.000    0.018    0.000 transforms.py:1500(transform_point)
     1389    0.001    0.000    0.003    0.000 text.py:849(get_unitless_position)
      908    0.001    0.000    0.003    0.000 __init__.py:958(get_siblings)
      217    0.001    0.000    0.253    0.001 _axes.py:1376(plot)
      217    0.001    0.000    0.001    0.000 _base.py:2427(<listcomp>)
      369    0.001    0.000    0.016    0.000 font_manager.py:1162(findfont)
     1798    0.001    0.000    0.011    0.000 __init__.py:831(__setitem__)
     2862    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
      217    0.001    0.000    0.001    0.000 _base.py:2428(<listcomp>)
      566    0.001    0.000    0.003    0.000 <frozen importlib._bootstrap_external>:271(cache_from_source)
     8172    0.001    0.000    0.001    0.000 transforms.py:1908(get_matrix)
    10784    0.001    0.000    0.002    0.000 mathtext.py:2739(<genexpr>)
      363    0.001    0.000    0.006    0.000 transforms.py:1981(rotate_deg)
      240    0.001    0.000    0.015    0.000 patches.py:679(_update_patch_transform)
     5456    0.001    0.000    0.004    0.000 abc.py:137(__instancecheck__)
      654    0.001    0.000    0.002    0.000 inspect.py:2750(__init__)
     2846    0.001    0.000    0.002    0.000 artist.py:310(pchanged)
      946    0.001    0.000    0.003    0.000 transforms.py:2354(__init__)
     1321    0.001    0.000    0.002    0.000 getlimits.py:365(__new__)
      653    0.001    0.000    0.002    0.000 _base.py:3101(get_xlim)
     8971    0.001    0.000    0.001    0.000 {method 'pop' of 'dict' objects}
     2805    0.001    0.000    0.005    0.000 artist.py:179(convert_xunits)
      874    0.001    0.000    0.004    0.000 {method 'all' of 'numpy.generic' objects}
  452/451    0.001    0.000    0.004    0.000 transforms.py:1741(__eq__)
     1762    0.001    0.000    0.011    0.000 fromnumeric.py:2083(any)
      765    0.001    0.000    0.006    0.000 transforms.py:2776(_revalidate)
     3188    0.001    0.000    0.004    0.000 pyplot.py:558(_auto_draw_if_interactive)
      615    0.001    0.000    0.011    0.000 inspect.py:2198(_signature_from_callable)
     1314    0.001    0.000    0.004    0.000 __init__.py:1624(safe_first_element)
     2375    0.001    0.000    0.009    0.000 {method 'all' of 'numpy.ndarray' objects}
      259    0.001    0.000    0.002    0.000 sre_compile.py:276(_optimize_charset)
     1336    0.001    0.000    0.002    0.000 transforms.py:378(intervalx)
      231    0.001    0.000    0.026    0.000 artist.py:663(set_clip_path)
     2031    0.001    0.000    0.002    0.000 transforms.py:395(width)
     3692    0.001    0.000    0.001    0.000 {built-in method builtins.iter}
      123    0.001    0.000    0.063    0.001 backend_agg.py:167(draw_text)
    347/1    0.001    0.000    0.248    0.248 <frozen importlib._bootstrap>:978(_find_and_load)
      674    0.001    0.000    0.003    0.000 font_manager.py:1032(score_family)
     2242    0.001    0.000    0.002    0.000 artist.py:338(get_transform)
    13504    0.001    0.000    0.001    0.000 {method 'lower' of 'str' objects}
      652    0.001    0.000    0.002    0.000 _base.py:3509(get_ylim)
      618    0.001    0.000    0.001    0.000 {method 'read' of '_io.BufferedReader' objects}
      389    0.001    0.000    0.004    0.000 stride_tricks.py:208(broadcast_arrays)
      612    0.001    0.000    0.031    0.000 _compression.py:66(readinto)
      411    0.001    0.000    0.003    0.000 copy.py:66(copy)
      608    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:157(_get_module_lock)
     3190    0.001    0.000    0.003    0.000 __init__.py:1426(is_interactive)
      217    0.001    0.000    0.060    0.000 _base.py:1884(add_line)
3398/1949    0.001    0.000    0.005    0.000 {built-in method builtins.hash}
       31    0.001    0.000    0.003    0.000 __init__.py:316(namedtuple)
